projectname,Abstract,origin_label,datasetname
hadoop,hadoops support zlib library lacks support perform flushes sync flush and full flush,no,ds-01-issue
hadoop,committed thanks again arun !,no,ds-01-issue
chromium,here work have switch between user accounts same often and have noticed that have google chrome open one user account and then switch users and open google chrome other user account when back original user account google chrome windows will closed and when open chrome says crashed using windows vista and may have something with being signed into gmail one accounts well but not sure can switch between users accounts without closing chrome window other account thanks,no,ds-01-issue
hadoop,attaching regression test running testfclocalfsutil after applying this patch verifies that simple recursive copy directory from local file system same fails could verify same failure with hdfs hdfs copy also,no,ds-01-issue
hbase,right test bed was polluted hbase,no,ds-01-issue
thrift,build slaves need changed !,no,ds-01-issue
gerrit,curentely working research project related code review wondering its possible access every revision whole project content that time even only build artifact ear war have successufely download content every file every revision but need submit whole project sonarqube analysis need access whole project content thank you regards,no,ds-01-issue
thrift,any chance you could provide patch,no,ds-01-issue
thrift,execute mvn compile occure error parameters goal are missing invalid,no,ds-01-issue
hbase,woah thanks fixing our broke examples lukas works you ?,no,ds-01-issue
thrift,looks like this issue was fixed thrift and thrift,no,ds-01-issue
534956035,internal functions not need exported,yes,ds-04-R-issue
hbase,merged resolve this jira,no,ds-01-issue
hbase,correction from thibaut list originally said node cluster but now makes mention only single regionserver one problem seems related blooms probably also seeing load related issues,no,ds-01-issue
camel,support xerces global features configuration,no,ds-01-issue
camel,trunk committed patch test with entire camel,no,ds-01-issue
hbase,really want this ? not really fan this filter being hbase core,no,ds-01-issue
gerrit,reported rebecca schultz zavin rebecca android com source jira gerrit some reason mails get from gerrit when upload patch and mail get when someone reviews dont end same thread gmail they appear have same subject and have idea what gmails requirements are threading but would nice have,no,ds-01-issue
hadoop,just attached patch hadoop prevent this getfileinfo call when distcp run without option suspect that patch can help get past this problem with eventual consistency distcp destination least when distcp run without option filed that patch new jira instead here because discussion here indicates that may expand larger scope addressing wider set eventual consistency concerns hadoop more spot performance enhancement,no,ds-01-issue
chromium,verified label updated autoallocator contact amolk krisr details,no,ds-01-issue
hadoop,httpfs tests,no,ds-01-issue
289638368,thats not first example vignette and function arguments youve shown are not all supplied properly wont run and stops should,yes,ds-04-R-issue
hadoop,thanks quick review not sure understand your comment httpserver creates new instance signer provider using and will destroy that object instance not exposed others why would you need flag protect private instance destroy method,no,ds-01-issue
gerrit,have change with inline comments commit message use fix button one comments editor opens with focus wrong line works expected when pressing open editor,no,ds-01-issue
hadoop,test source files are not checked checkstyle because maven checkstyle plugin parameter false default propose enable checkstyle test source files order improve quality unit tests,yes,ds-01-issue
hbase,thanks review and quick commit !,no,ds-01-issue
352174196,return types from package functions are somewhat inconsistent,yes,ds-04-R-issue
hadoop,use where possible rawlocalfilesystem,no,ds-01-issue
hadoop,this incompatible change public api choose make must deprecate existing name least one release prior removing personally not convinced naming hygiene worth hassle this case but would not veto,yes,ds-01-issue
chromium,think may have confused with another issue there are and which arent exactly opposed but note that current behavior design had been thinking there was more vocal opposition there,no,ds-01-issue
chromium,has been merged into this issue,no,ds-01-issue
hbase,ted yes please,no,ds-01-issue
chromium,steps reproduce change config define have ebp available define have ebx available config like valgrind does ! bin bash export fno inline fno omit frame pointer fno builtin mac debug optimiza tion fno inline fno builtin release optimize rele werror chromeos target arch export export src out mkdir src outvg outvg src out gclient runhooks force make make libffmpegsumo buildtype release error asm operand has impossible constraints,no,ds-01-issue
hadoop,this patch fixes filebench and corrects trivial bug min max word counts are identical,no,ds-01-issue
hbase,dump command requires zoo cfg,no,ds-01-issue
chromium,changing run loop mode and adding inmodes delayed gets rid crashing doesnt however stop right mouse stops drag but non suicidal fashion wonder mask entirely advisory,no,ds-01-issue
thrift,you need add tmultiplexprotocol your client side protocol stack example can found here,no,ds-01-issue
hadoop,this jira follow mapreduce,no,ds-01-issue
gerrit,polygerrit should use,no,ds-01-issue
hadoop,code itself confusing perhaps you could use this jira add comments fix comments,yes,ds-01-issue
hbase,you can neither enable nor disable bloomfilters once column has data you enable table with existing data compact assumes all stores have bloom filter and will npe because cannot read you disable bloom filters table that has data compact will fail because store file knows has bloom filter easier fix latter than former going through store files and deleting bloom filter file enabling bloom filters after table has data much harder all store files must read and bloom filter created each would better disallow enabling bloom filters once table has been created this would least prevent shooting yourself foot,no,ds-01-issue
camel,need support configure feature xerces from out side camel route such system property disable some feature,no,ds-01-issue
gerrit,create new review mark that review code review similar attempt remove score another user changescreen you should able remove review owner and indeed you can this under changescreen but new does not give option since change owner not listed reviewer,no,ds-01-issue
chromium,link doesnt work anymore closing bug,no,ds-01-issue
hadoop,filesink opens file metricssystem shutdown then sink discarded and file never closed causing file descriptor leak,yes,ds-01-issue
thrift,lua plugin cant connect remote server because function always bind socket localhost,no,ds-01-issue
gerrit,click download tab expect git checkout and fetch and other commands show only see download file links please use microsoft edge when testing this since internet explorer works,no,ds-01-issue
camel,sorry havent got back help you out with this you requested just havent been able ill try hit new changes this weekend,no,ds-01-issue
camel,there new camel out also latest release but they may have same issue you yes using mailing list forum where more users around and can help and there some users who also use tibco like you,no,ds-01-issue
hadoop,duplicate hadoop also please dont set fix version committers use that field commit time thanks,no,ds-01-issue
camel,now component hasnt ability execute standard sql statements will usefull one could send theese staments like sql component possible executing google api bigquery jobs query,no,ds-01-issue
hadoop,passed all tests locally,no,ds-01-issue
hbase,partially related,no,ds-01-issue
impala,this happened this exhaustive release build there nothing unusual logs contents hive metastore out,no,ds-01-issue
chromium,this has been fixed already,no,ds-01-issue
gerrit,this when merging stable branch into master branch,no,ds-01-issue
chromium,sounds like are clearing whats sqlite but not memory punting browserbackend,no,ds-01-issue
283799109,can never generate maximum value and this fact isnt noted anywhere,yes,ds-04-R-issue
thrift,this issue was resolved without fixversion but was not closed closing,no,ds-01-issue
chromium,product chrome linux stack signature new signature label new signature hash report link meta information product name chrome linux product version report report time thu uptime sec cumulative uptime sec name linux version linux generic ubuntu smp fri sep utc cpu architecture amd cpu info family model stepping,no,ds-01-issue
thrift,there wasnt enough information this ticket take any action resolved invalid,no,ds-01-issue
hadoop,addressed cos comments,no,ds-01-issue
hbase,thank you your patience !,no,ds-01-issue
impala,support users containing commas,no,ds-01-issue
thrift,adds out option which will set specified directory absolute path generated files without creating gen folder options dir set output directory gen packages default current directory out dir set ouput location generated files gen folder will created example jfarrell mkdir src src orig jfarrell thrift src orig gen java scribe thrift jfarrell tree src orig src orig gen java scribe thrift logentry java resultcode java scribe java jfarrell thrift out src gen java scribe thrift jfarrell tree src src scribe thrift logentry java resultcode java scribe java,no,ds-01-issue
hbase,should check whether table enabled,no,ds-01-issue
hbase,problem well opened hbase backport,no,ds-01-issue
hadoop,fsdirectory quite few methods are unnecessary declared with throws ioexception some cases can just removed without causing any compilation problem some other cases can replaced with specific subclass like,yes,ds-01-issue
hbase,looks like some reflection needed this change goes hadoop got,no,ds-01-issue
hadoop,should have pounted out use case why this matter when combining logic reducer logic depends some thing that initialized configure method and configure method call relative expensive say initialize dictionary from file dfs then such optimization makes huge difference,yes,ds-01-issue
impala,thanks letting know made bunch fixes,no,ds-01-issue
hadoop,please read dfs trash root dfs trash interval trash root trash interval,no,ds-01-issue
gerrit,only modify email subject line think this something consider gerrit wide,no,ds-01-issue
hbase,has commented revision hbase jira identical bytes getbytes inline comments was added actually because checked and found that its different from this one but this one same these names are really confusing revision detail branch getbytes,yes,ds-01-issue
hadoop,guess what youre doing now makes more sense then sorry missed that pending jenkins,no,ds-01-issue
thrift,you have any idea how overcome that ? mean could add some sanity checking string length but that sounds bit heuristic otoh have other idea how overcome that one,no,ds-01-issue
gerrit,incorrect found trailing space report from tricium,no,ds-01-issue
impala,currently file descriptors stored catalogd memory each partition use flatbuffer reduce number separate objects java heap however flatbuffer objects internally each store bytebuffer and int position each object takes bytes its own bytebuffer takes bytes since stores various references endianness limit mark position etc this amounts about bytes overhead top actual underlying flatbuf byte array which typically around bytes single block file were have about ratio memory overhead and ratio object count overhead each partition simply stored byte array and constructed wrappers demand wed save bytes and objects per partition downside that wed need short lived bytebuffer allocations access time and based some benchmarking did they dont get escape analyzed out its not super clear win but still worth considering,yes,ds-01-issue
hadoop,new hadoop common site,no,ds-01-issue
chromium,see thanks explanation !,no,ds-01-issue
hadoop,this patch looks good removes duplicate block map look,yes,ds-01-issue
camel,need update ehcache from version version,no,ds-01-issue
gerrit,actually not able reproduce this are you using new ? could you provide screen recording ?,no,ds-01-issue
gerrit,when screen too small and topic long cant remove topic,no,ds-01-issue
camel,this third time attempt this and change set becomes pretty large making quite hard deal with failures will make fixes few stages and this will impact other developers with potential need merge would great you could avoid commits next hours its not too much ask,yes,ds-01-issue
hbase,log msg but may not provide underlying cause example lets add underlying exception cause message well,no,ds-01-issue
camel,there were some issues camel saxon tests fixed test there too,no,ds-01-issue
hbase,looks fine arent all those expensive ?,yes,ds-01-issue
chromium,oho ! may have let take this,no,ds-01-issue
chromium,chrome this still problem windows and linux reopening and adding linux bug report doesnt say what version got fix,no,ds-01-issue
224692461,still get same quartz error above havent been able google any solutions this weird,yes,ds-04-R-issue
hadoop,thanks tsuyoshi asked good question how increase number metrics will impact metrics subsystem most common one might standbyexception which can thrown regardless methods other exceptions are likely specific certain methods based current number metrics jmx size number methods very rough estimate can put increase around safe can aggregate exception class name instead that will still provide useful information from exception name can find possible methods here updated patch,no,ds-01-issue
thrift,none,no,ds-01-issue
gerrit,intentional but should not correspond apply save should save these settings server,no,ds-01-issue
hadoop,unit test hadoop common testipc fails protobuf,no,ds-01-issue
gerrit,search owner status merged look entry named remove integrity attribute when writing mhtml and take note its list reviewers small letters open change and take note actual list reviewers they should match see myself carlosk results page but jianli change page thats either error showing correct reviewers search results page confusing,no,ds-01-issue
hbase,about effect adding auto binding hbase will work same all cases when was working running one hrs with info server per node but after patch will work cases when hbase wasnt working run several hrs with info servers that all trying bind same port bring error scope hbase usage extended,no,ds-01-issue
hadoop,with such big input files default logic should split things into dfs block sized splits smaller splits should only used this would result fewer than mapred map tasks splits what value you have mapred map tasks your mapred default xml ? lets make sure that working before add new min split size feature dont oppose feature but should generating splits not splits you claim thats still lot splits too many then should add feature youre adding note that workaround also easy implement this patching defining inputformat that subclasses inputformatbase and specifies different minsplitsize but making that long good idea summary can you please confirm that actual number splits that you object splits not ? thanks,yes,ds-01-issue
thrift,already implement cordova hook that this job after platform add and all brilliant but you have weak link your build system exec file your exec implementation fail and stop build due buffer overflow error error stdout maxbuffer exceeded all that should done adding maxbuffer option exec call also can replaced any other big number how can contribute with this and other fixes cordova ? saw your repository github and even forked send you pull requests with fixes you include them next releases ?,yes,ds-01-issue
impala,should consider backporting this despite complexity,no,ds-01-issue
328281360,also reference tables not change much over time nor see their content really change much function input,yes,ds-04-R-issue
gerrit,brohlfs based your comment found file different with installed version changed install version then problems was solved will test using another place and environments then will comment again,no,ds-01-issue
gerrit,problem upgrading,no,ds-01-issue
chromium,official build,no,ds-01-issue
hbase,committed few days ago,no,ds-01-issue
hbase,got thanks,no,ds-01-issue
camel,none,no,ds-01-issue
hadoop,cli minicluster add option specify namenode http port,no,ds-01-issue
hadoop,spark config name error launching applications using docker containers page,no,ds-01-issue
337022051,what its worth tidy data frame tibble otherwise seems reasonable data structure,yes,ds-04-R-issue
chromium,version download something take look download shelf there should close button right side lost regression range thanks and regards mehmet,no,ds-01-issue
hbase,made difference profiling saving text creations but can only used few places its dangerous using everywhere underlying text can move from under profiling hsk that had family and qualifier members rather just than column that then have split many places would save lots object creations and cpu,yes,ds-01-issue
chromium,does this issue still exist ?,no,ds-01-issue
hbase,closing issues released,no,ds-01-issue
camel,thanks michael reporting and testing can add your test code camel when you have proprietary removed,no,ds-01-issue
thrift,think jira messed formatting any chance you can attachment ? need apply this any other makefiles erl ? does upstream this makefile still exist ?,no,ds-01-issue
hadoop,none,no,ds-01-issue
hadoop,that looks like creation inconsistency which aws architecture issue amazon buckets standard region only provide read after write consistency when accessed through northern virginia endpoint,no,ds-01-issue
camel,this allows tooling such karaf commands others camel eip debugging have spi what need jmx layer make friendly tooling,no,ds-01-issue
hbase,this issue will track implementation how handle memory pressure secondary region replicas since replicas cannot flush themselves region server might get blocked cause extensive flushing its primary regions design doc attached hbase contains two possible solutions that can pursue first one not allow secondary region replicas not flush themselves but instead needed allow them refresh their store files demand which possibly allows them drop their memstore snapshots memstores second approach allow secondaries flush temporary space both have pros and cons but simplicity and not cause extra write amplification have implemented first approach more details can found design doc but can also discuss other options here,no,ds-01-issue
thrift,committed thanks !,no,ds-01-issue
thrift,committed thanks,no,ds-01-issue
thrift,you cant that way because client different service even methid names accidentally match like with findposition there guarantee that call succeeds argument list may differnt there may different return data throws clause may not match from interface contract these are two different services but that case you still have option left thrift supports inheritance service level like course server can still only respond calls that are actually implemented server side targeting client server will not magically implement interface,no,ds-01-issue
impala,scan node reservation calculation seems off,no,ds-01-issue
gerrit,can you please check things which groups exist your database select name group uuid from account groups which permissions are assigned your all projects project repository under your site path and execute git show,no,ds-01-issue
chromium,subtle logical mistake default browser prompt,no,ds-01-issue
gerrit,this describes ideal world that think not world live our http serving path has least overhead and with changenotes cache spends like actually serving request thing about this cache that that roughly constant matter how many options you request considering that each request overhead making multiple requests unnecessarily painful server plus browser only willing multiplex many requests once there point which more requests makes things slower iirc chrome does something like connections per server but dont know how that interacts with http think need least some experimentation see actual end user latency impact request requests agree with your objections using more listchangesoptions however there are options how implement this that not require adding new options like returning some fields only from detail and not any other path well see above with notedb cost filling these out not high you think its lot copying fields around granted but theres good point viktar how are doing cache hits these requests ? maybe there some low hanging fruit are missing terms setting cache headers,yes,ds-01-issue
hadoop,just committed this thanks tom !,no,ds-01-issue
hbase,hey dhruba dont think this patch works right you cant have hashset byte since byte hashcode identity based not content right ?,no,ds-01-issue
hbase,create hbase annotations module,no,ds-01-issue
chromium,you call inside oninputchanged you dont see changes until next character typed think this might hard fix with omnibox code structured way but its surprising,no,ds-01-issue
hbase,not sure whether patch filename was not well formed something else,no,ds-01-issue
camel,and dont open same issue two times,no,ds-01-issue
impala,query hue response cloudera manager impalad daemons health after submitting query impalad log and then all daemons are restarted automatically,no,ds-01-issue
gerrit,provided urls doesnt work seems they are internal urls your company proceed with issue need following information does problem occurs only your computer account affects multiple users ? check output console log errors and send console log provide information about gerrits version and installed plugins please check network tab browser errors timeouts and you have some problems there please send add information about path requests,no,ds-01-issue
hbase,patch testing,no,ds-01-issue
gerrit,delete project plugin error,no,ds-01-issue
impala,prune runtime filters based runtime filter mode frontend,no,ds-01-issue
hbase,simple patch,no,ds-01-issue
gerrit,select right click and copy updatewidgetsize similarly with when right clicking search google option shows correct text but pasting shows that text was not copied correctly,no,ds-01-issue
chromium,and forgot mention adblock well,no,ds-01-issue
gerrit,graphical issue see through,no,ds-01-issue
hadoop,libhdfs tests failing,no,ds-01-issue
thrift,skip docker image build when unchanged,no,ds-01-issue
hbase,sure just wanted show draft validate approach that shall hbase site xml think what would appropriate default limit wonder ? ? think size expressed better than heapsize yes may cell interface itself ? can add this another patch yep thought off heap related work design prototyping stage ? will check out but anyway itd off heap jvm wise but still process hrs right ? still counts towards total memory usage server process and should limited reasonable size idea that off heap allocated cells would taken care off manually and scanner level checks are needed ? also curious about how valid first usecase actually ?,no,ds-01-issue
hbase,redid persistence balancer plan used test data dir rather than tmp avoid clashes test runs,no,ds-01-issue
504762517,definetely accept this great contribution !,no,ds-04-R-issue
impala,degree inter node parallelism join determined its left input when inverting join planner should mindful how inversion affects parallelism example left join input may have been reduced joining with several dimension tables much that becomes smaller than right hand side another small dimension table inverting such join degree parallelism may reduced one very few nodes based how many nodes right hand size executed,yes,ds-01-issue
chromium,thanks report,no,ds-01-issue
thrift,this approximate incremental diff interesting changes interdiff didnt get context quite right but think content right,no,ds-01-issue
hadoop,haadmin failover could should time out reasonably aggressively and onto fencing strategies its dealing with mostly dead active namenode currently uses whats probably default which say timeout whatsoever,no,ds-01-issue
hbase,only fix could think clone configuration before inserting new tableserver this way lru will work since key cannot changed since other object holds reference this will add overhead creating new instance with every connection which minimal cache works should,no,ds-01-issue
283799109,can generator locale specific names,no,ds-04-R-issue
hbase,please specific where you see use dist,no,ds-01-issue
thrift,thrift was not fixed properly sources are supposed deployed using jar type cannot resolve them otherwise and ides such intellij idea are unable resolve even manually attach sources with src extension type between and pom libthrift was modified remove dependency commons lang result code generated libthrift longer builds misses this dependency dependency needs restored whatever reason resulted its removal evaluated take this requirement into account personally prefer could just drop this dependency entirely and use native java language utilities such objects solve problems commons lang trying solve,yes,ds-01-issue
thrift,went through all and code and could not find any incorrect usage errno windows marking this done cannot reproduce,no,ds-01-issue
chromium,saw this mac not sure its mac all,no,ds-01-issue
camel,have implemented mocks consumer tests spring based tests still need mocked out well seda tests much faster now though,yes,ds-01-issue
hbase,ted thank you very much attach new patch master and,no,ds-01-issue
impala,after changing local that ramps read size its improved dramatically issue does appear small reads before after,no,ds-01-issue
hbase,remember initial motivation shift now somebody accidentally places delete would not possible get any puts with normal scan api allow setting interval that includes puts but not delete setting range would include puts and deletes note that lower bound inclusive and upper bound exclusive hence notation with shift would not contain delete but would this very confusing since doesnt actually mean that when comes deletes recover above mentioned puts one could use raw scan instead going commit attached patch makes these scenarios much clearer,yes,ds-01-issue
hadoop,currently and use kerberos interactive users ticket cache kerberos credential not available results usage interactive users ticket impersonation whenever services try file system operations another user which incorrect,no,ds-01-issue
chromium,not think anything that involves truncation can option fact you must not fix regression bug only option otherwise fix bug another way tooltips can made wrap with multiple lines break long text word link breaking boundaries and wrap text multiple lines tooltip chrome already ellipsizes webpage title when reaches maximum width tab you can not take away final remaining method read complete webpage titles also ellipsizing title tooltip,no,ds-01-issue
thrift,trusty vagrantfile does not make clean,no,ds-01-issue
hadoop,trying get hudsons attention,no,ds-01-issue
chromium,videos hulu com very janky right now,no,ds-01-issue
thrift,cannot cope does not compile well can surely test myself but what problem with adding error message right from start ?,no,ds-01-issue
chromium,please use labels and text provide additional information,no,ds-01-issue
hadoop,new path string str does not remove all trailing slashes str,no,ds-01-issue
gerrit,install delete project stable try delete any project exception error with error code delete project error and log shows exception error http error error post,no,ds-01-issue
thrift,align binary method with string simplify those checks,yes,ds-01-issue
thrift,binary protocol factory takes strict read write flags optional arguments but did fact never use them,yes,ds-01-issue
hadoop,cygwin not have dos unix command installed default can replace carriage return awk command below,no,ds-01-issue
camel,upgrade spring,no,ds-01-issue
impala,estimated memory consumption aggregation proportional number distinct values grouping keys per host there are not necessarily fewer distinct values per host than globally since each distinct value may present each host,no,ds-01-issue
chromium,megazzt already says mac mikesmith dont think odds are just got one direction and forgot other,no,ds-01-issue
thrift,remove strange public peek from transports,yes,ds-01-issue
264045003,that case can update review all tests tests testthat pass local machine,no,ds-04-R-issue
chromium,davidben ill help you with this crash today,no,ds-01-issue
chromium,cntl click any link that will cause browser change page search box should stay until closed user feature attach screenshot possible,no,ds-01-issue
hbase,yet you restart master somehow all regions table are assigned out,no,ds-01-issue
impala,after hitting this couple more times looks reproducibly broken,no,ds-01-issue
thrift,lowering priority,no,ds-01-issue
207135608,thanks !,no,ds-04-R-issue
camel,would you like handle this should ?,no,ds-01-issue
thrift,precision lost when converting double string double string value format value will and last lost after format operation but expected value should solution string value format,yes,ds-01-issue
chromium,can confirm this bug win useragent mozilla windows wow applewebkit khtml like gecko chrome safari,no,ds-01-issue
hbase,fix pre and post hooks clonesnapshot and restoresnapshot access checks,no,ds-01-issue
impala,fixed,no,ds-01-issue
chromium,then again this might new bug issue reports another site and cant reproduce with that one either,no,ds-01-issue
hbase,this class that put together that illustrates this problem and replicate could used basis unit test patch,no,ds-01-issue
hbase,following failure can reproduced looks like can dropped please check other failed tests,no,ds-01-issue
hbase,class private and has not been released yet lets just remove this method keep class clean,yes,ds-01-issue
impala,query option longer has any effect,no,ds-01-issue
hadoop,here larger snippet from log clean sign sign skipped because property staging not set signanddeploy skipped because property staging not set simpledeploy artifact deploy error has occurred while processing maven artifact tasks artifact deploy diagnosis artifact deploy artifact deploy invalid reference hadoop core test build failed invalid reference hadoop core test,no,ds-01-issue
hbase,settling gpg based solution now staged changes pushed dist svn and attached patch pushed all ! ! ! active branches,no,ds-01-issue
thrift,system uses based apple inc build llvm build cant tell which system uses closest match could find config log apple inc build far can tell both are using default xcode settings,no,ds-01-issue
impala,change metastore configuration template that table parameters not exclude impala specific properties,no,ds-01-issue
hbase,explain why this work was done explain how data flows from core classes into hadoop metrics and jmx explain naming metrics,no,ds-01-issue
hbase,updated patch incorporating hbase hbase and hbase new end end test testclientpushback passes locally times will commit unit test suite completes successfully total,no,ds-01-issue
thrift,python coding standards,no,ds-01-issue
camel,reconnect logic was added was written more thoroughly check defaults and file path parsing,no,ds-01-issue
hadoop,testkdiag succeeded machine suspect its random failure checkstyle could fixed but would either look weird indented differently than other lines stat description would have reindent few more lines,yes,ds-01-issue
chromium,chrome crash report stack signature,no,ds-01-issue
chromium,idmap will remember thread first access not thread idmap created lazy instantiation should not required,no,ds-01-issue
camel,jmsxgroupid not copied across activemq endpoints,no,ds-01-issue
thrift,fix awkward extra semi colons with cocoa container literals,yes,ds-01-issue
thrift,thrift more complete description this problem,no,ds-01-issue
chromium,first page with iframe and two buttons frame and window attached frame html both buttons have attached javascript change target form next page with form and some javascript that fills current time when loaded example attached form html window button should set target form blank and submit table form should open new window frame button should set taget self default target and submit table form should open frame below load page and click frame should open frame below and show time keep clicking update time click window and should open new window with current time click frame again and should refresh frame with current time chrome wont thats bug attached test case also note when was testing chrome javascript iframe stuff didnt work all because files were desktop chrome was throwing security warning error unsafe javascript attempt access with url from frame with url test domains protocols and ports must match had put files server localhost test this issue,no,ds-01-issue
thrift,generated classes take more space jar than needed,yes,ds-01-issue
hadoop,attached draft proposal will create two separated jiras address effort yarn and mrv,no,ds-01-issue
chromium,mean was reverted not trunk still has that code,no,ds-01-issue
hadoop,ive committed this,no,ds-01-issue
chromium,really sorry seems submitted duplicate issue sorry again,no,ds-01-issue
hadoop,occasionally see some blocks remain under replicated our production clusters this what obeserved sometimes when increasing replication factor file some blocks belonged this file not get increase new replication factor when taking meta save two different days some blocks remain under replication queue,no,ds-01-issue
hbase,yes try deleting hbase can you reproduce this condition ? interested how thanks,no,ds-01-issue
gerrit,code editor does not work reports unsafe scripts,yes,ds-01-issue
gerrit,thats more less correct plus site was failing often that was hard get much detail especially since some errors were appearing black boxes that would overlay screen from bottom and then disappear about all detail that can provide that was browsing from and was able access non gerrit sites that required authentication tried logging out but ended redirect loop when tried log back eventually signed another site possibly buganizer and that seemed restore access gerrit but continued,no,ds-01-issue
gerrit,all projects access cannot saved without upload permission,no,ds-01-issue
643245674,thanks ton your thorough review levisc !,no,ds-04-R-issue
chromium,correction browsers file thread inside not thread,no,ds-01-issue
impala,dataerrorstest failed due failed dcheck check failed counter,no,ds-01-issue
chromium,nombre origen application error fecha del evento categor tarea nivel error palabras clave sico usuario disponible equipo descripci nombre aplicaci con errores chrome exe versi marca tiempo dcf nombre del dulo con errores chrome dll versi marca tiempo digo excepci desplazamiento errores del proceso con errores hora inicio aplicaci con errores debc ruta acceso aplicaci con errores ruta acceso del dulo con errores del informe xml evento event xmlns system provider name application error eventid qualifiers level task keywords timecreated eventrecordid channel computer security system eventdata data data data data data data data data data data data data data eventdata event,no,ds-01-issue
307566396,distinction between queryable and retrievable helps lot,no,ds-04-R-issue
chromium,full crash report details can found meta information report time utc sat show all crashes this date this version uptime sec product name chrome product version name windows version service pack cpu architecture cpu info genuineintel family model stepping plat win ptype browser stack trace chrome dll chrome dll history const abbb chrome dll task const tuple value const chrome dll dom chrome dll chrome dll const const chrome dll const chrome dll const chrome dll task chrome dll chrome dll const chrome dll chrome dll chrome dll chrome dll chrome dll chrome dll aac chrome dll anonymous chrome dll const chrome dll chromemain chrome exe wchar char const int chrome exe wwinmain,no,ds-01-issue
camel,windows dont know there are other platforms that suffer from this problem file component fails successfully rename files with file renameto operation fails when rename performed immediately after closing file windows this usually indicates that some other process has file open this occurs due things like virus scanners which keep file open very short periods time given slight pause rename would succeed this serious problem which effectively makes useless options like tempprefix file producer and with ftp consumer workarounds like disable your virus scanner dont cut everyone specifically system privilege restricted from doing and even then theres guarantee that other windows processes might not similar things file indexers etc java spec doesnt define behavior rename operation and specifically says that this can vary from implementation implementation filesystem filesystem second rename doesnt say why fails merely returns false which very unhelpful couple ways fix provide option disable this optimization something clean simple easy this would simple fix more less just few clauses tests genericfileproducer around any local checks attempt copy instead rename fails maybe after brief pause maybe even after number rename attempts maybe watch see file closed prior rename attempt rename operation failures may affect other things well like certain locking schemes,no,ds-01-issue
gerrit,completely missed that setting thanks that solved issue,no,ds-01-issue
impala,outer joins view that have clause predicates only referencing view can cause crash,no,ds-01-issue
hbase,when running rsgroup test class folder run all uts together and will flaky because testrsgroupsadmin testrsgroupsadmin and testrsgroupsbalance are all extends testrsgroupsbase which has static variable init controlling initialize master group and number default rsgroup output errors shown hbase and will encounter npe because master group has not been added,yes,ds-01-issue
497150405,despite error with opentripplanner otp checks had success building graph adding memory both laptops,yes,ds-04-R-issue
hadoop,refreshcallqueue fails when authorization enabled,no,ds-01-issue
hadoop,possible that multiple threads call boolean around same time which causes getgcinfo called concurrently ? that case still need synchronized here ?,no,ds-01-issue
thrift,most services are deployed behind tls proxy its nice have sni support tls clients this trivial change openssl implementations,no,ds-01-issue
gerrit,support show change sizes colored bars setting polygerrit,no,ds-01-issue
impala,change impala states that only one partition written because all partitioning columns are constant target table not partitioned then shuffle hint leads plan where all rows are merged coordinator where table sink executed documentation shuffle hint does not mention this behavior,yes,ds-01-issue
gerrit,install plugin that provides global capability post with content type application json charset utf add permissions rules group action allow added true remove updates access control and returns json object describing new acls cannot add non global capability global capabilities gwtjsonrpc equivalent this api handles this fine contains check all permissions soundness permission throw new cannot add non global capability getname global capabilities but has hard coded list that plugins cant contribute,no,ds-01-issue
hadoop,lgtm,no,ds-01-issue
chromium,german important with ubuntu click google chrome herunterladen download select package bit ubuntu page loads now with platform mac hitting final button will download mac build works fine with englisch page,no,ds-01-issue
gerrit,new change review,no,ds-01-issue
chromium,wait until page appears try scroll down smooth scrolling jank jank first seconds after load several pauses linux still seeing some pauses but they are shorter,yes,ds-01-issue
gerrit,internal server error when deleting tag branch,no,ds-01-issue
hadoop,adding gitattributes file prevent crlf and mismatches source and text files,no,ds-01-issue
525221594,get error curl curl fetch memory url handle handle url malformed run project list now without credentials,yes,ds-04-R-issue
gerrit,brian correct this has been launched,no,ds-01-issue
hadoop,branch below incorrect behaviour today where paths with special characters get dropped during globstatus calls whereas trunk has right behaviour subtly fixed via pattern library change hadoop ive placed explicitly indicate presence intentional hidden character should still add simple test case cover this situation future regressions,yes,ds-01-issue
hadoop,since this patch meant think its better only fixes npes changing some ioexceptions filenotfound might but any other semantic changes probably belong trunk example with patch deleting file can throw ioexception where think should return false,yes,ds-01-issue
hbase,this looks like hbase bug moved hbase project any chance complete stacktrace those logged ? can you provide here ?,no,ds-01-issue
chromium,utest repro dev build yes repro stable build yes accurate steps yes configuration used vista opens blank page briefly blinks black page,no,ds-01-issue
662996139,think test coverage needs increased lot shown bugs uncovered during this review,yes,ds-04-R-issue
hadoop,should less brittle teardown,yes,ds-01-issue
chromium,duplicate issue ?,no,ds-01-issue
chromium,looks like this flash problem longer happens with latest flash,no,ds-01-issue
gerrit,ive released with this change your should start see clients over next week include updated headers,no,ds-01-issue
camel,just did thanks remind doing could you review first time edit wiki ?,no,ds-01-issue
hadoop,have not added tests since test require creation large input files,yes,ds-01-issue
camel,remove unnecessary suppresswarnings,yes,ds-01-issue
thrift,raised this,no,ds-01-issue
gerrit,add checkbox that works both main page and individual file diff pages,no,ds-01-issue
chromium,has been merged into this issue,no,ds-01-issue
hadoop,anyway committed yetus thanks !,no,ds-01-issue
