projectname,Abstract,origin_label,datasetname
incubator-weex,performance info not error change debug info,no,ds-03-pr
trafficserver,looks like some compilers unhappy with this initialization,no,ds-03-pr
incubator-mxnet,backports nightly test fix,no,ds-03-pr
geode,seems like and gettime should hoisted outside try catch that guaranteed called before also dont like how were invoking gettime twice this method because makes recorded elapsed times successful and failed executions inconsistent again not sure this would cause any problems users who rely current stats implementation,no,ds-03-pr
dubbo,lexburner kimmking think three statement can combined too impl public list invoker route list invoker invokers url url invocation invocation throws rpcexception filter list invoker result new arraylist all invokers that dont have tag parameter url normal invoker list invoker normalresult new arraylist try dynamic param string tag rpccontext getcontext getattachment request tag key invoker invoker invokers stringutils isempty invoker geturl getparameter tag key all invokers that dont have tag parameter url normal invoker normalresult add invoker else invoker geturl getparameter tag key equals tag result add invoker invoker selected downgrade normal invokers result isempty return normalresult return result catch exception logger error route tag error return all invokers downgrade all invokers return invokers,no,ds-03-pr
pulsar,joefk saandrews rdhabalia please take look once get this one build will generate first version asf site branch same repo that point can ask infra enable gitpubsub bridge publish site can still all sorts changes fixes before and after that,no,ds-03-pr
jena,doing just one operation fluent seems inconsistent context manipulation isnt shouldnt that common operation see also quite recent context mergecopy,yes,ds-03-pr
orc,orc refactor sarg applier,no,ds-03-pr
React,gaearon dont know enough about this threaded ssr implementation sebmarkbage should able explain why ?,no,ds-05-PRC
daffodil,specify appropriate shell installing github actions dependencies,no,ds-03-pr
spark,comment,no,ds-03-pr
React,bubbling handled synthetic event system right right that still happens yeah then have nothing object ? ?,no,ds-05-PRC
Spark,merging this spark and master,no,ds-05-PRC
spark,this change support user provided nullable avro schema data with non nullable catalyst schema avro writing without this change when users try use nullable avro schema write data with non nullable catalyst schema will throw with message like cannot convert catalyst type stringtype avro type null string with this change will assume that data non nullable log warning message nullability difference and serialize data avro format with nullable avro schema provided this change needed because sometimes our users not have full control over nullability avro schemas they use and this change provides them with flexibility yes users are allowed use nullable avro schemas data with non nullable catalyst schemas avro writing after change added unit tests,no,ds-03-pr
spark,can merge this test case with existing read write test,no,ds-03-pr
incubator-doris,when add parition with storage cooldown time property like this alter table tablexxx add partition values less than storage medium ssd storage cooldown time and show partitions from tablexxx cooldowntime wrong and what more storage migration based wrong timestamp reason that result dateliteral getlongvalue not timestamp,no,ds-03-pr
Spark,jkbradley read paper sanku and other papers but they required custom implementation sort method has worked far but was hoping somebody would implement generic quantile approximation algorithm spark that and req,yes,ds-05-PRC
tvm,thanks yidawang,no,ds-03-pr
flink,why not support other function definitions ?,no,ds-03-pr
flink,ditto,no,ds-03-pr
daffodil,understand this hardcoded now but expected this naming convention would change are going continue with nnn snapshot convention naming ?,yes,ds-03-pr
React,talked sebastian last night after submitting this diff and decided only this mount because unmount called already during update can change approach not interleave destroy create function well that mirrors hidden suspense case better anyway !,yes,ds-05-PRC
cassandra,why primitive tuples only ? create table collect further things int primary key tuple set int map int set float float,no,ds-03-pr
airflow,will enable source maps good point ! !,no,ds-03-pr
carbondata,build success with spark please check http job,no,ds-03-pr
incubator-mxnet,can you rebase solve conflict ? namely https github com dmlc mxnet blob master docs community contribute submitting pull request,no,ds-03-pr
trafficserver,fixes spelling src,yes,ds-03-pr
storm,requested changes incorporated thanks review,no,ds-03-pr
flink,flink rest not wrap all exceptions,no,ds-03-pr
incubator-mxnet,follows https github com dmlc mxnet blob master python mxnet module sequential module training log and load checkpoint,no,ds-03-pr
airflow,potiuk mik laj,no,ds-03-pr
reef,does this class need public ?,no,ds-03-pr
drill,done,no,ds-03-pr
arrow,changes update were relatively minor changes type mapping interfaces and are all this commit https github com trxcllnt arrow commit beb diff bac dont disagree preferring this split out and handled separately but practically speaking was working under number constraints that made more difficult first typescript released with breaking changes type resolution halfway through process working these features leading this issue https github com apache arrow issues second was using new builders app code they were being developed apps needed but wouldnt compile without these fixes had update arrow but builders branch was sufficiently different and would have been difficult track and constantly rebase with that change and wasnt even done yet was easier here,no,ds-03-pr
Kafka,lgtm just left very minor comment,no,ds-05-PRC
Kafka,just consistent with whats writeto perhaps should write timestamp before key ?,yes,ds-05-PRC
trafficserver,doc add value proxy config http cache cache responses,no,ds-03-pr
tvm,lint issues are fixed,no,ds-03-pr
Kafka,are adding this function kafkastreams then need kip but was thinking can just add this streamthread which internal class and hence doing does not need kip can instead add kafkastreamswrapper similar topologywrapper and allow unit test code access their internal private fields which can access threads and globalthread and then adds this function this class manipulate them also note that streamthread already has state change listener final class streamstatelistener implements streamthread statelistener our statelistenerstub should not completely replace its logic instead can extend that listener statelistenerstub which does state change tracing additional necessary logic,yes,ds-05-PRC
bigtop,smoke tests deployment provisioner would broken due bigtop https issues apache org jira browse bigtop but actually zeppelin server has been started,no,ds-03-pr
skywalking,description,no,ds-03-pr
drill,how many times this would called ? just wondering why have this null check,no,ds-03-pr
druid,icon please,no,ds-03-pr
React,details bundled changes comparing efa react dom file filesize diff gzip diff prev size current size prev gzip current gzip env react dom profiling min node profiling react dom server browser development umd dev react dom test utils development umd dev react dom unstable fizz browser development umd dev react dom test utils production min ? umd prod react dom unstable fizz browser production min ? umd prod reactdomserver dev www dev react dom test utils development node dev reactdomserver prod www prod react dom test utils production min ? node prod react dom unstable fizz browser production min ? node prod react dom development umd dev react dom production min ? ? umd prod react dom profiling min umd profiling react dom development node dev react dom server node development node dev react dom production min ? ? node prod react dom server browser development node dev react dom server browser production min node prod react dom unstable native dependencies production min umd prod reactdom dev www dev reactdom prod ? ? www prod react dom unstable native dependencies development node dev react dom unstable fizz node development node dev reactdom profiling www profiling react dom unstable fizz node production min ? node prod react native renderer file filesize diff gzip diff prev size current size prev gzip current gzip env reactfabric prod ? ? prod reactnativerenderer dev oss dev reactfabric profiling profiling reactnativerenderer prod ? ? prod reactnativerenderer profiling profiling reactfabric dev oss dev reactfabric prod ? ? oss prod reactfabric profiling oss profiling reactfabric dev dev reactnativerenderer prod ? ? oss prod reactnativerenderer profiling oss profiling reactnativerenderer dev dev react test renderer file filesize diff gzip diff prev size current size prev gzip current gzip env react test renderer development umd dev react test renderer production min ? ? umd prod reacttestrenderer dev www dev react test renderer shallow development umd dev react test renderer shallow production min umd prod react test renderer shallow production min node prod react test renderer development node dev react test renderer production min ? ? node prod react art file filesize diff gzip diff prev size current size prev gzip current gzip env reactart dev www dev reactart prod ? ? www prod react art development umd dev react art production min ? ? umd prod react art development node dev react art production min ? ? node prod react reconciler file filesize diff gzip diff prev size current size prev gzip current gzip env react reconciler persistent development node dev react reconciler persistent production min ? ? node prod react reconciler reflection production min ? node prod react reconciler development node dev react reconciler production min ? ? node prod size changes experimental generated ? ? ? dangerjs against,no,ds-05-PRC
tvm,tqchen actually pass fcreate json libmod device type device type device type others right ?,no,ds-03-pr
Kafka,retest this please,no,ds-05-PRC
nifi-minifi-cpp,think this error should handled onschedule this function processbin called runtime config issues shouldnt handled here,no,ds-03-pr
Kafka,can remove this line after making change mentioned line above,no,ds-05-PRC
Kafka,dont think build has version changes need rebase feature branch with latest kafka code then can request build will this soon back office,yes,ds-05-PRC
carbondata,build failed with spark please check http job,no,ds-03-pr
Kafka,nit rename,no,ds-05-PRC
Spark,again disregard previous comment about this being file permissions issue talked more offline about this and sryza discovered that this due spark yarn user env not being shipped executor nodes,yes,ds-05-PRC
airflow,airflow introduced https github com apache airflow pull this adds operator integration docs,no,ds-03-pr
trafficcontrol,refer this link build results access rights server needed https builds apache org job trafficcontrol test passed,no,ds-03-pr
spark,retest this please,no,ds-03-pr
incubator-pinot,trying having parent class called jobspec anomalyjobspec and monitorjobspec should inherit from parent class,no,ds-03-pr
kafka,similar cleanup https github com apache kafka pull,no,ds-03-pr
tinkerpop,tinkerpop improve speed addv,yes,ds-03-pr
spark,mengxr jkbradley test this please,no,ds-03-pr
tvm,doc formatting,yes,ds-03-pr
airflow,airflow fix zombie detection,no,ds-03-pr
tvm,alignment,no,ds-03-pr
superset,graceguo supercat noticed black and black treating function trailing commas differently this upgrades black https github com psf black compare bring fix https github com psf black pull mypy also updated because its dependency black successful build graceguo supercat john bodley,no,ds-03-pr
iceberg,this another test think could broken into distinct cases with before set default branch and table,no,ds-03-pr
spark,this actually only change seemed need make spark javascript,no,ds-03-pr
Kafka,not sure about squashing commits using github prs new kafka think that happens part commit process which not managed through github youll need committer approve this anyway just reviewing since helped with vagrantfile previously think nehanarkhede was shepherding new github approach and might know process better,no,ds-05-PRC
incubator-pinot,think already have users with this header will leave,no,ds-03-pr
arrow,might slightly faster take minimum length and only compare that loop check ?,yes,ds-03-pr
flink,flink and objectoutputstream should close close method does nothing and has use usually never called however using try with resources both take care closing closeable resources automatically,no,ds-03-pr
Spark,think can probably just get rid method and use these cases its not exactly same but simpler one good enough what are testing course could have even more tests with all assorted variants but could spend lifetimes that,yes,ds-05-PRC
React,this pull request automatically built and testable codesandbox see build info built libraries click here icon next each commit sha latest deployment this branch based commit sandbox source peaceful hugle configuration,no,ds-05-PRC
arrow,like next column ? would work,no,ds-03-pr
gobblin,dear gobblin maintainers https issues apache org jira browse gobblin new unit test added which kafka topicprovisiontest which can run using gradlew pgobblinflavor custom gobblin modules gobblin kafka test live unit test also possible which can run like this gradlew pgobblinflavor custom gobblin modules gobblin kafka test dlive cluster count dlive zookeeper zkhost dlive broker kafka broker host dlive newtopic livetopic test dlive newtopic partitioncount dlive newtopic replicationcount tests run kafka flavor needs enabled,no,ds-03-pr
React,significant bundle size changes report generated ? ? ? dangerjs,no,ds-05-PRC
cloudstack,revert fix forward gabrielbrascher your choice part but with priority please,no,ds-03-pr
Kafka,junrao thanks review ! ran system tests system test run top latest commit from this run finished with test failures system test run against trunk top commit which does not contain changes from this run finished with test failures there were overlapping failures both and these didnt find anything abnormal logs far failure reason seems similar both only new failure thats not present was module kafkatest tests client consumer test class method test broker failure arguments clean shutdown true enable autocommit false metadata quorum remote kraft logs indicate that test failed this line because one worker nodes running consumer didnt complete within timeout this doesnt seem indicative real failure yet rerunning system tests again check failure consistent ill keep you posted outcome this second run,yes,ds-05-PRC
arrow,this cast unnecessary since sum method already returns double,yes,ds-03-pr
React,pretty sure some those standards were purpose and following airbnbs style guide prefer regular functions over arrow functions components,no,ds-05-PRC
beam,beam fix retry cleanup issues,no,ds-03-pr
flink,had look this old ticket pull request today main goal time was enable having control over defining key that records with same are all going into same kafka partition what found that part https issues apache org jira browse flink that you aljoscha created which produces producerrecord which has key and value both byte looks like this feature better implementation goal this ticket aljoscha can you confirm that this change already does what this ticket intends also ?,no,ds-03-pr
fluo,types implement serializable renamed fluoinputformat fluorowinputformat,no,ds-03-pr
cloudstack,registeruserkeys log based this change info apiserver qtp ctx cad ctx logid bfb userid accountid sessionid sjxlk hfkux get command registeruserkeys response json fdf userkeys,no,ds-03-pr
calcite,will create another jira support demand rule matching,no,ds-03-pr
spark,why one branch code checking anynull and other allnull ? because longhashedrelation kevev value java long type certainly could not call allnull kevev value unsaferow this why separately branch needed anyway will drop these code remain single column focussed,no,ds-03-pr
Kafka,hachikuji thanks review have addressed comments,no,ds-05-PRC
React,actually unless ive missed something assigning value attribute sets defaultvalue var input document createelement input input defaultvalue input value input setattribute value console log input defaultvalue reset button actually broken chrome anyway right now because assigning value attribute changes defaultvalue always assigns new reset state check out here http natehunzaker com react issue reproducer cases form reset code viewable here https github com nhunzaker react issue reproducer blob pages cases form reset index html theres also additional concern with number inputs whenever number inputs value attribute set invalid state and user has given input raises validation error and reformats inputs value additionally assuming chrome inspector representing dom correctly text manipulation user does not have impact value attribute,yes,ds-05-PRC
phoenix,not sure about but can introduce additional constraints like total size scanned bytes you suggested further improve this feature later this correct itself does not eliminate however client can wait all page operation complete fail before returning application additional improvement this will further reduce race conditions think have enforce client side timestamp make race almost impossible expect this feature will improve overall performance and availability since paging limits memory usage and time hold server resources experience with paging real cluster very positive have not seen any negative impact yet long page size not very small less than,yes,ds-03-pr
hadoop,stream not state open would clearer,yes,ds-03-pr
React,its bit awkward because were thinking might lift root scheduling stuff bottom performwork and all that into renderers least one level higher that way renderers like react native have option using different root scheduler than one used react dom thats why you see this duplication nextflushed thing next thing its artifact separation between renderer and scheduler ones with flush name conceptually belong renderer general flow setstate fires requestwork which adds root root schedule and schedules callback performasyncwork with requestidlecallback performasyncwork calls performwork which loops through list roots and starts working them order priority performworkonroot calls render phase and commit phase separate entry points this way renderer has option defer commit phase until later thats how createbatch works before commit phase would always fire right after render phase there was less control,yes,ds-05-PRC
Kafka,good question its based assumption that each kafkaapis handle call only calls replicamanager appendrecords once not sure this always true future perhaps safer approach have action trycompleteaction get current size queue and complete all those actions,yes,ds-05-PRC
hbase,broken heart overall this message was automatically generated,no,ds-03-pr
Spark,can add migration guide ?,no,ds-05-PRC
flink,sunjincheng thanks lot your review have addressed all your comments twalthr sunjincheng have also rebased deprecating window and delete deprecated methods and classes this one would great you can take look best hequn,no,ds-03-pr
arrow,arrow java provide initial performance benchmarks from sql workloads,no,ds-03-pr
spark,now got ! what hidden bug,no,ds-03-pr
spark,think should avoid having tempfile output path example that might point users into wrong direction anything saved tempfile will disappear soon session ends,no,ds-03-pr
Kafka,realizing can actually get into some other weird states here too think might need check that this doesnt come back null because simply accumulate set connectors that had their target state change its possibly target state has been deleted once actually process this not sure want wrap that change into this set changes well its getting beyond scope what was intended here its also probably not common only occurs operations get coalesced into single call this method but might want file follow jira imagine have similar issues with,yes,ds-05-PRC
Kafka,wont this raise exception older schemas ? have any test cases covering this ?,yes,ds-05-PRC
infrastructure-puppet,clean transport map docs,yes,ds-03-pr
incubator-brooklyn,upgrade jclouds,no,ds-03-pr
geode,this doesnt quite make sense created mapping with various group values would expect list only show mappings created here there are mappings list result would consider one them duplicate,no,ds-03-pr
druid,understand this correctly key change here change from using different creation methods bitmap results using unified bitmapresultfactory interface order facilitate better metrics collection bitmap operations think that makes some good sense overall but bit unclear what future intentions bitmapresultfactory are should there specialty methods every type bitmap operation someone might want ? how you want handle future additions that factory ? there way someone can have custom bitmapresultfactory and not have break arbitrary future versions ?,no,ds-03-pr
React,giamir closed thanks contribution !,no,ds-05-PRC
kafka,test this please,yes,ds-03-pr
superset,dashboards new tittle and slug filter,no,ds-03-pr
spark,lgtm pending tests,no,ds-03-pr
druid,batch ingestion would expect user submitted supervisor task fails then segments are generated however from this appears that segments are published subtasks finish rather than end,no,ds-03-pr
spark,dongjoon hyun problem that you pointed out was that schema shouldnt require reader thats what saying here too table should have schema and shouldnt need implement read path validate write using table schema,no,ds-03-pr
spark,lgtm,no,ds-03-pr
spark,yes this seems fine,no,ds-03-pr
arrow,description,no,ds-03-pr
arrow,think might worth assert ! ing that there are child data arrays dont have silent and hard debug failure,no,ds-03-pr
Spark,srowen think that main use case this feature associating metadata associated with spark action execution and making that metadata accessible that actions tasks instance lets say that run spark sql query and want propag,no,ds-05-PRC
Spark,will add test this test will ignored right now,yes,ds-05-PRC
spark,spark sql analyze cte definitions once and allow cte subquery define cte,no,ds-03-pr
incubator-mxnet,thanks contribution dont think this will work gpu though this kernel shared cpu and gpu,no,ds-03-pr
beam,reuvenlax done,no,ds-03-pr
Kafka,this meta comment again have discussed about using builder creating graph node directly since latters fields would all final while builder could override after constructor however now always create builder and then immediately build node from builder without any manipulation builders fields which makes less useful than creating graph node directly and saves about half loc adding paring builder each node are expecting modify builders fields before build call future ? not still suggest remove builder classes sake simplicity,yes,ds-05-PRC
Kafka,streams system tests https jenkins confluent job system test kafka branch builder edit original run failed with some environmental error kicked off new run edit someone killed second run lets try this third time with,yes,ds-05-PRC
drill,seems test decimal precision mapping that may why issue mentioned code slipped through there unit test catch,yes,ds-03-pr
zookeeper,maven migration zookeeper add profile build,no,ds-03-pr
beam,retest this please,no,ds-03-pr
kafka,hachikuji that sounds like might have bug packaging scripts connect hdfs and connect jdbc then although development and packaged versions differ probably worth reviewing based this update and that confirmed system tests are passing lgtm,no,ds-03-pr
myfaces-tobago,there still issue with mojarra postaddtoviewevent head and statehandling mojarra more energy find workaround crap mojarra impl,no,ds-03-pr
Spark,hmm found some issues when turning config default let fix them first,yes,ds-05-PRC
Kafka,rajinisivaram junrao,no,ds-05-PRC
carbondata,this wont work there alias table there alias then should passed none,no,ds-03-pr
spark,thanks merged master,no,ds-03-pr
React,zpao where folder structure you want put this info ?,no,ds-05-PRC
fineract,this contains following updates date schedule any time schedule defined vertical traffic light automerge disabled config please merge this manually once you are satisfied recycle rebasing whenever becomes conflicted you tick rebase retry checkbox bell ignore close this and you wont reminded about this update again this has been generated whitesource renovate https renovate whitesourcesoftware com view repository job log here https app renovatebot com dashboard github apache fineract,no,ds-03-pr
spark,normalize functionidentifier when looking too ?,no,ds-03-pr
cloudstack,hold tests are failing needs investigation and explore best case solution,no,ds-03-pr
beam,yes max input sys maxint then will get increase bucket size just safe purpose maybe unnecessary but dont think one more bucket per counter will cost too many memory,yes,ds-03-pr
druid,sounds good ill some benchmark follow,no,ds-03-pr
kafka,make offsets immutable users recordcollector offsets fix existing case where offsets could modified this way add simple test verify offsets cannot changed externally more detailed description your change necessary title and message become squashed commit message use separate comment ping reviewers summary testing strategy including rationale feature bug fix unit and integration tests are expected any behaviour change and system tests should considered larger changes,no,ds-03-pr
React,failure expected still until figure out what about that one failing test probably going step away bit and running something ? ? ?,yes,ds-05-PRC
beam,refer this link build results access rights server needed https builds apache org job beam precommit java maveninstall build result failure span truncated lines hudson remoting userrequest perform userrequest java hudson remoting userrequest perform userrequest java hudson remoting request run request java hudson remoting call java java util concurrent futuretask run futuretask java java util concurrent threadpoolexecutor runworker threadpoolexecutor java java util concurrent threadpoolexecutor worker run threadpoolexecutor java java lang thread run thread java caused org apache maven plugin you have checkstyle violation org apache maven plugin checkstyle execute java org apache maven plugin executemojo java org apache maven lifecycle internal mojoexecutor execute mojoexecutor java more error error run maven using switch enable full debug logging error error more information about errors and possible solutions please read following articles error help http cwiki apache org confluence display maven error error after correcting problems you can resume build with command error mvn goals beam sdks java google cloud platformchannel stoppedsetting status bbf failure with url https builds apache org job beam precommit java maveninstall and message build finished using context jenkins maven clean install none,no,ds-03-pr
cloudstack,some errors during succesfull build,no,ds-03-pr
beam,iemejia seems that last failure jenkins https builds apache org job beam precommit java maveninstall console does not relate this,no,ds-03-pr
parquet-mr,could you also update this doc with new api ? https github com apache incubator parquet blob master parquet cascading could serve tutorial users use,yes,ds-03-pr
spark,lgtm other than naming issues standingquery etc code,yes,ds-03-pr
Kafka,should catching apiexception instead individual cases like this ?,no,ds-05-PRC
ozone,make curl less verbose avoid connection related messages being mixed into response from recon https issues apache org jira browse hdds verified output acceptance test https github com adoroszlai hadoop ozone runs,no,ds-03-pr
spark,merged build started,no,ds-03-pr
flink,not need ifpresent,yes,ds-03-pr
rocketmq,issue https github com apache rocketmq issues,no,ds-03-pr
spark,inputbuffer saferow sortaggregateexec inputbuffer getbinary and getfield array byte inputbuffer are equivalent yes better use inputbuffer getbinary directly,no,ds-03-pr
spark,will support histogram numeric types but logics that agg function will very different from this you can refer discussion jira https issues apache org jira browse spark,no,ds-03-pr
Spark,mean this disables caching filestatuses part files and this does influence parquetinputformat liststatus believe reason why test case was broken that currently parquetinputformat only calls liststatus reading footers but this completely implementation detail within parquet itself and shouldnt viewed stable assumption,yes,ds-05-PRC
React,nit put last sentence before sentence event handlers ?,no,ds-05-PRC
ozone,need space before,yes,ds-03-pr
hadoop,yarn install yarnpkg and upgrade nodejs dockerfile,no,ds-03-pr
nifi,lgtm merging thanks mattyb !,no,ds-03-pr
beam,note your aside you will not need rebase commits bce and will simply added github and master pointer updated then will automatically look like you intend,no,ds-03-pr
activemq-artemis,artemis call timeout should retry connection asynchronously,no,ds-03-pr
trafficcontrol,add checks definition signing algorithm field,no,ds-03-pr
React,conceptually seems like theres also important difference between events like load which seems discrete and progress which seems continuous seems odd see those collapsed into one category default just clear this not new right ? they werent really continuous reconciler sense word thats what amending,yes,ds-05-PRC
Spark,wangyum you still see any issue with spark hive ?,no,ds-05-PRC
shardingsphere,ref,no,ds-03-pr
Kafka,think its wrong copy configuration keys meant producer admin client consumer although its appealing quick hack that gets things work quickly breaks down when things get even slightly more complicated example what someone wants set long request timeout admin client but short one producer ? perhaps user wants test producer timeouts but not worry about topic creation timing out but this impossible with current patch you havent given user any way configure separate from producer already have other tests such roundtripworkload which have both producer and consumer are going use producer config configure both ? make user repeat configurations twice ? neither these options are appealing think its sensible just separate configuration into common client configs producer configs and consumer configs that should allow people set whatever configurations they want and also keep things simple,yes,ds-05-PRC
arrow,emkornfield created new benchmark evaluate performance consumer directly improvement not significant after consumebenchmark avgt before consumebenchmark avgt think there are two reasons this our benchmark jdbc implementation based and this library wasnull method implementation was simple override public boolean wasnull throws sqlexception try debugcodecall wasnull checkclosed return wasnull catch exception throw logandconvert can seen that implementation based simple flag plus some simple checks other implementations with other rdbs implementation can more heavy example following code gives implementation mysql jdbc which may involve megamorphic virtual calls public boolean wasnull throws sqlexception try return this thisrow wasnull catch cjexception var throw translateexception var this time wasnull method was insignificant compared with arrow set methods,yes,ds-03-pr
trafficcontrol,believe ort replacement will installed via rpm however many binaries things there are going should all included same rpm least thats what understand out blueprint review far,no,ds-03-pr
Kafka,tedyu dont really get your comment its fine queue created someone else just need ensure get instance that was inserted,no,ds-05-PRC
nifi,typo configuresastoken,yes,ds-03-pr
flink,flink strip executionexception stream execute,no,ds-03-pr
incubator-mxnet,get rid dead code comment add coverage,yes,ds-03-pr
trafficcontrol,topologies support assigning org servers delivery services,no,ds-03-pr
arrow,working https github com apache arrow pull,no,ds-03-pr
reef,did setting skipmessage null has same effect skiptestexception since our version xunit does not support but think comment use null run tests could bit more explicit this more what was thinking,yes,ds-03-pr
React,thought was creating new copy ill delete this line,yes,ds-05-PRC
helix,helix add api get set quota type ratio and participant capacity,no,ds-03-pr
iceberg,name hidden inside basetable yeah could use table tostring get that name,no,ds-03-pr
incubator-mxnet,just discovered that has been fixed with already,no,ds-03-pr
activemq-artemis,update activemqconnection change behaviour getmetadata and stop methods add test avoid regression,no,ds-03-pr
kafka,but want test behavior about what happens during deletion operational error,no,ds-03-pr
flink,maybe could harmonize null checking youve done,no,ds-03-pr
Spark,retest this please,no,ds-05-PRC
calcite,lgtm thanks could better you can have rebase locally and solve conflicts people can easy merge your,no,ds-03-pr
spark,dikejiang you mind creating jira and adding jira number title ? thanks !,no,ds-03-pr
Kafka,retest this please,no,ds-05-PRC
Kafka,thanks not blocker,no,ds-05-PRC
spark,srowen ajbozarth created this without adding any new api just rewrote way getapplicationlist constructing iterator can you guys take look ? thanks !,no,ds-03-pr
iceberg,ditto,no,ds-03-pr
kafka,why are using assert instead junit assertions ?,no,ds-03-pr
trafficserver,freebsd build successful ! see https trafficserver apache org job freebsd github details,no,ds-03-pr
React,going merge this can unblock some internal teams that are using new context api ljharb and lelandrichardson let know there are additional follow items,no,ds-05-PRC
spark,jenkins retest this please,no,ds-03-pr
tvm,has updated your comments tqchen please review again,no,ds-03-pr
spark,think following examples are self descriptive can emphasize description too,no,ds-03-pr
React,thank you helping gaearon ! ? ? ?,no,ds-05-PRC
Spark,davies can you please review this ?,no,ds-05-PRC
Spark,cloud fan,no,ds-05-PRC
geode-native,section title interoperability language classes and types corrected namespaces packages removed duplicate table captions davebarnes joeymcallister dgkimura mmartell echobravopapa pivotalsarge can you please review these mostly namespace changes docs ?,yes,ds-03-pr
Spark,move outside analyzer class that can call its methods,yes,ds-05-PRC
Kafka,cool will remove that,no,ds-05-PRC
pulsar,review,no,ds-03-pr
spark,sure will change default connectiontimeoutms,no,ds-03-pr
couchdb,yes more work required fully remove support but initial step could just stop running javascript target during build process ill move all these commits main and thanks,no,ds-03-pr
Spark,resolve throws org apache spark sql analysisexception with error message cannot resolve column name xxx among any given columns not exist,yes,ds-05-PRC
Spark,there reason why you didnt make this single line change pass correct port ?,yes,ds-05-PRC
cassandra,think this mean now have tests named tupletypetest,no,ds-03-pr
tajo,fixed about repair partition and verified that this patch had run expected testing cluster,no,ds-03-pr
storm,description,no,ds-03-pr
Spark,retest this please,no,ds-05-PRC
incubator-pinot,description,no,ds-03-pr
nifi,forces cluster scope which still works locally there cluster state management there different way that youd like this addressed ? take look https github com apache nifi pull discussion,no,ds-03-pr
drill,drill row set based mock data source,no,ds-03-pr
incubator-weex,description,no,ds-03-pr
beam,again this how projects are named master can change those separately desired but this generally convention used java artifacts that depend specific scala binaries,no,ds-03-pr
arrow,youre using them but still using full qualified names below,no,ds-03-pr
Kafka,done,no,ds-05-PRC
beam,regarding operator whole and discussed past constraints are mostly inherited and would need addressed refactoring base not sure about timing this though should wait until legacy runner goes away there still significant work portable runner become adequate replacement java pipelines,yes,ds-03-pr
React,can you fix this fits chars across and squash your commits ?,yes,ds-05-PRC
React,see youa ? already checking both what reason two setstate calls ? think want check setstate forceupdate and replacestate separately ? probably split this into three tests clarity instead nested timeouts,yes,ds-05-PRC
Kafka,yeah also proposing tackle this separate jira mentioned before just explaining issue here,no,ds-05-PRC
streams,streams,no,ds-03-pr
lucene-solr,dont think works since logic there use global field number field already exists another segment logic above try assign global field number locally since clashes with local one,no,ds-03-pr
kafka,refer this link build results access rights server needed https builds apache org job kafka jdk scala test passed jdk and scala,no,ds-03-pr
kafka,ijuma think kafkafuture can implement completionstage dont mind below comment since figured out dont need any additional execution facility already have completeablefuture that can use there are completionstage async methods that not accept executor but their documentation says this means need supply that execution facility maybe form using forkjoinpool commonpool firing new background thread each task which what completablefuture does some circumstances full blown threadpoolexecutor clients think would overkill,no,ds-03-pr
druid,extension points authentication authorization,no,ds-03-pr
Kafka,dont know its really necessary,no,ds-05-PRC
madlib,thanks fixed now,no,ds-03-pr
spark,data sources without extending expect users not specify schemas when they creating tables schema input from users exception issued since spark any data source avoid infer schema every time store schema metastore catalog thus when reading cataloged data source table schema could read from metastore catalog this case also got exception example this fix above issue when building data source introduce flag isschemafromusers indicate whether schema really input from users true issue exception otherwise will call createrelation relationprovider generate baserelation which contains actual schema added few cases,no,ds-03-pr
zeppelin,use web socket api creating and cloning notes from our servers know noteid created cloned note need some response message propose sending note message client creating cloning note there could other ways reach example can send newid and note creation name newid cloning newid not exists generate server another way will create separate api this not mix this with front end api could rest smth,no,ds-03-pr
Kafka,res statestore,no,ds-05-PRC
kafka,benstopford fpj this looks good merge aside from comment left about use authorizer parameter kafkaservice only have one authorizer implementation parameter kind makes sense scope only kafkas tests but should think service classes semi public interfaces want careful about changing they should reusable others write system tests anyone wanted test other authorizer implementations think current use authorizer parameters wouldnt great solution theyd have add still another option make assumptions about implementation setting authorizer class name field kafkaservice directly,yes,ds-03-pr
apisix-dashboard,fixed thanks,no,ds-03-pr
jena,should take step back and reconsider whether updating current api httpop right thing maybe ought introduce different style more fluid reconsider design where caller responsible setting more httpclient and httpop provides operations nothing special auth ops that use redefined httpclient this reduce method bloat something like quick sketch where there are implicit builder objects from get url post url put url delete url,yes,ds-03-pr
pulsar,issue pulsar broker fix bug that fails search namespace bundle due npe,no,ds-03-pr
carbondata,build failed with spark please check http job,no,ds-03-pr
spark,its supposed support copying from other locations other then just file like another hdfs location local variable named badly localpath its actually reading what specified user user app jar spark jar etc guess depends definition remote here general when running yarn wouldnt consider hdfs installation that yarn cluster remote but its all perception fine with name long are clear description what does,no,ds-03-pr
Spark,also solved failed test caused differing types,yes,ds-05-PRC
kafka,this actual fix there are two state transitions cannot simply check six transitions because check too early and only five transitions finished maybe none statelistener numchanges might still,no,ds-03-pr
kafka,call review abbccdda guozhangwang system test run https jenkins confluent job system test kafka branch builder,no,ds-03-pr
gobblin,those are not random numbers those empirical number took long time achieve best balance among speed retries and reliability check details this ppt https iwww corp linkedin com wiki display dwh google search console data ingestion pptpresentation,no,ds-03-pr
flink,add class member variables with this,no,ds-03-pr
React,why this added and not ?,yes,ds-05-PRC
Spark,copy that all fix done cdefce,no,ds-05-PRC
