projectname,Abstract,origin_label,datasetname
camel,fixed tests servers,no,ds-02-commit
couchdb,configurable redirect mem push jobs order faciliate smoother node replacements mem can configured redirect push jobs intended one node failed one another its replacement mem redirects dbcore foo cloudant com dbcore foo cloudant com bugzid,no,ds-02-commit
storm,added rebalance thrift definition,no,ds-02-commit
helix,integrated alerts with rest integration test progress,no,ds-02-commit
druid,fixed formatting,yes,ds-02-commit
shardingsphere,fixed,no,ds-02-commit
camel,camel drill starter foder,no,ds-02-commit
incubator-dolphinscheduler,update api docs,no,ds-02-commit
cxf,update jcache ehcache versions,no,ds-02-commit
cxf,cxf fixing typo,yes,ds-02-commit
infrastructure-puppet,merge remote tracking branch origin coreyg into deployment,no,ds-02-commit
cxf,latest jdk mac seems throw timeout exception instead connect exception,no,ds-02-commit
usergrid,merge pull request from usergrid elasticsearch cluster add elasticsearch cassandra test cluster cloud formation template scripts,no,ds-02-commit
echarts,update changelog,no,ds-02-commit
ignite,ignite removed jar plugin from ignite zookeeper module fixes,no,ds-02-commit
flink,flink shell scripts remove local mode from windows start local bat instead this uses start start jobmanager and taskmanager background processes,no,ds-02-commit
shardingsphere,fix some code style,yes,ds-02-commit
trafficserver,fix clang warning,yes,ds-02-commit
beam,merge pull request adds more logging around bigquery jobs adds more logging around bigquery jobs,yes,ds-02-commit
camel,camel fixed regression with simple language contains function,no,ds-02-commit
incubator-weex,weex android weex android support force api,no,ds-02-commit
reef,reef remove unused methods exceptions this change removes methods exceptions class which are unused used single place jira reef https issues apache org jira browse reef pull request this closes,yes,ds-02-commit
ambari,ambari master components are missing atkach,no,ds-02-commit
brooklyn-server,httpfeed supports authentication supply username and password httpfeed buider uses httpcomponents standard mechanisms brooklyn handles everything httpcomponents handles extends httpservice create servers requiring basic authentication,no,ds-02-commit
echarts,release,no,ds-02-commit
ignite,merge branches and sprint https github com ggprivate ggprivate into,no,ds-02-commit
usergrid,style fixes,yes,ds-02-commit
couchdb,add patch version build from git,no,ds-02-commit
ignite,fake commit,no,ds-02-commit
hadoop,hadoop addendum fix compilation windows,no,ds-02-commit
attic-stratos,fixing issues faced while evaluating status,no,ds-02-commit
lucene-solr,solr fix bug around null shard collection statistics,no,ds-02-commit
helix,expose callbacks that can let async operation zkclient function current async related operation zkclient cannot utilized input arguments are callbacks hidden zkasynccallbacks class,no,ds-02-commit
cassandra,remove streamcoordinator streamexecutor thread pool patch jasobrown reviewed dinesh joshi casandra,no,ds-02-commit
cxf,added ability use stsclient intermediary there new configuration property disable storing issued tokens per exchange caching enabled onbehalfof actas tokens conflicts security src main java org apache cxf security policy interceptors java,no,ds-02-commit
camel,upgrade spring cloud netflix version release,no,ds-02-commit
attic-apex-core,remove dependencies stram from lib contrib demos poc,no,ds-02-commit
beam,updated autolabeler yml,no,ds-02-commit
ambari,ambari views pig update ember version minor bugfixes alexantonenko,no,ds-02-commit
trafficcontrol,add monitorconfig poller manager failure logs,no,ds-02-commit
jmeter,document interface,no,ds-02-commit
calcite,remove intellij files from git,no,ds-02-commit
jena,release notes,no,ds-02-commit
tomee,create single instance add instance observer move registration,no,ds-02-commit
attic-apex-malhar,merge pull request from andyperlitch ctnr subscribe mlhr fix mlhr,no,ds-02-commit
infrastructure-puppet,merge branch rubys rubys rename secmail workbench into deployment,no,ds-02-commit
shardingsphere,merge pull request from komachision master remove lombok var,no,ds-02-commit
hive,hive avoid null pointer exception when executing udf chinna rao lalam via jvs,no,ds-02-commit
orc,orc add missing brackets tojson method fixes,no,ds-02-commit
ambari,ambari update spring data commons dependency,no,ds-02-commit
ignite,merge remote tracking branch origin sprint into sprint,no,ds-02-commit
jmeter,use parameterized tests lessen repetitive assertions,no,ds-02-commit
karaf,merge pull request from jbonofre karaf karaf change java version test karaf bat deal with java and,no,ds-02-commit
hbase,hbase data block encoding keyvalues aka delta encoding prefix compression jacek mikhail,no,ds-02-commit
cloudstack,compute fix create sshkeypair account input fixes,no,ds-02-commit
ignite,reverted changes,no,ds-02-commit
geode,geode rejecting old view,no,ds-02-commit
airflow,remove old configuration from boringcyborg,yes,ds-02-commit
lucene-solr,solr javadoc randomsortfield not readable,yes,ds-02-commit
activemq,created activemq openwire generator module which will hold openwire code generation scripts this will used conjunction with gram plugin generate openwire marshallers under maven,no,ds-02-commit
lucene-solr,lucene test blockpostings when only reading subset prox data,no,ds-02-commit
echarts,merge branch dev https github com ecomfe echarts into dev,no,ds-02-commit
jmeter,point including state message fixed here,no,ds-02-commit
flink,flink jmx synchronize accesses port,no,ds-02-commit
infrastructure-puppet,correct file name,no,ds-02-commit
incubator-pinot,thirdeye create azkaban project pinot flow thirdeye thirdeye dev reviewers kgopalak,no,ds-02-commit
ignite,protobuf module,no,ds-02-commit
couchdb,fix uninstall,no,ds-02-commit
tomee,merge pull request from daniel dos tomee tomee translate portuguese examples application composer,no,ds-02-commit
hadoop,hdds create maven profile run fault injection tests contributed eric yang,no,ds-02-commit
spark,spark sql remove extra joinedrows they were added improve performance jit can inline joinedrow calls however can also just improve projecting output out unsaferow tungsten variant operators closes from rxin remove joinedrows and squashes following commits reynold xin spark sql remove extra joinedrows,yes,ds-02-commit
cloudstack,cloudstack volume take snapshot action recurring snapshot action volumes whose hypervisor kvm and whose not running always show actions regardless value kvm snapshot enabled,no,ds-02-commit
incubator-dolphinscheduler,add resource file exist,no,ds-02-commit
incubator-hop,hop pipeline action dialog doesnt remember its size,no,ds-02-commit
arrow,arrow inject base class array chunkedarray and scalar impetus this change was get ops method dispatch work array scalar this tested third commit closes from nealrichardson arrow datum,no,ds-02-commit
bookkeeper,table service replaying txnrequest not implemented motivation when enabling table service pulsar apache incubator pulsar noticed that replaying txnrequest missed somehow solution this implements replaying txnrequest logic command process this closes from sijie replay txn request,yes,ds-02-commit
camel,make servcenow test configuration easier,yes,ds-02-commit
karaf,karaf upgrade jline,no,ds-02-commit
shardingsphere,merge branch dev ssh github com shardingjdbc sharding jdbc into dev,no,ds-02-commit
accumulo,accumulo commit checkstyle changes,no,ds-02-commit
ambari,ambari alert notifications save button disabled when creating alert notification akovalenko,no,ds-02-commit
incubator-pinot,fix flakiness with multiple servers there way check and guarantee that all servers get all segments reloaded which cause flakiness tests fix that only start one server added keep same coverage multiple brokers and multiple servers,yes,ds-02-commit
hadoop,yarn client distributedshell swallows interrupt exceptions,yes,ds-02-commit
ambari,ambari usability configs tab responsiveness issues alexantonenko,no,ds-02-commit
infrastructure-puppet,add jenkins service,no,ds-02-commit
usergrid,jersey need security annotation very last resource method that called,no,ds-02-commit
trafodion,merge trafodion fix issue with upper upshift column,no,ds-02-commit
ignite,merge branch ignite master https github com gridgain apache ignite into ignite master,no,ds-02-commit
lucene-solr,solr more assumptions ensure file not writable,no,ds-02-commit
fineract,merge pull request from mgeiss mifosx spm retrofitted spm api ease usage,no,ds-02-commit
hadoop,yarn make improvements zkrmstatestore fencing karthik kambatla via bikas,no,ds-02-commit
druid,merge pull request from metamx determine partitions determine partitions better,no,ds-02-commit
tinkerpop,pathfilterstep now support modulation removed unneeded cyclicpathsteptest and simplepathsteptest,yes,ds-02-commit
shardingsphere,remove tracing get connection and close connection,no,ds-02-commit
incubator-brooklyn,replaced relative link with abs path,no,ds-02-commit
activemq-artemis,fixing wrong link doc,yes,ds-02-commit
flink,flink runtime chain new sources legacy sources had disable chaining because incompatible threading models new sources are working fine however and would give some users massive performance improvements,yes,ds-02-commit
beam,cogroup transforms schemas,no,ds-02-commit
couchdb,allow reduce false parameter map only views patch jason smith closes couchdb,no,ds-02-commit
spark,spark remove deprecated methods what changes were proposed this pull request ? remove methods deprecated how was this patch tested ? existing tests closes from yanboliang spark,yes,ds-02-commit
cloudstack,cloudstack fix remote access vpn does not work due password,no,ds-02-commit
skywalking,optimization metricsesdao multiget,no,ds-02-commit
incubator-hop,hop port user defined java class transform,no,ds-02-commit
spark,spark sql fix serialization with empty broadcast closes from davies fix serialization and squashes following commits davies liu fix serialization with empty broadcast,no,ds-02-commit
beam,remove note about jira,no,ds-02-commit
attic-apex-malhar,removed window,no,ds-02-commit
flink,hotfix fix typo windowedstream this closes,yes,ds-02-commit
kafka,kafka fetch across stores fix range queries and fetch across all stores was previously just looking first store closes from dguy kafka,no,ds-02-commit
trafficcontrol,added notice requirement invalid passwords txt required,no,ds-02-commit
echarts,tweak use polyline style linewidth instead linestylemodel get width,no,ds-02-commit
lucene-solr,solr add integrate stream evaluator,no,ds-02-commit
camel,camel improvement namespace awareness camel xmlsecurity component,no,ds-02-commit
trafficcontrol,limits number,no,ds-02-commit
kafka,kafka log leader and follower end offsets when shrinking isr,no,ds-02-commit
geode,geode remove getinstancecalls geode remove getinstance calls getcache and getexistingcache are now used instead,no,ds-02-commit
cloudstack,vpc default outgoing traffic allowed out once egress rules are added only traffic specified those are allowed out others are blocked,no,ds-02-commit
cassandra,legacy deserializer can create unexpected boundary range tombstones patch sylvain lebresne reviewed branimir lambov cassandra,yes,ds-02-commit
ozone,hdds crash during startup does not print any error message log,yes,ds-02-commit
cassandra,merge branch cassandra into cassandra,no,ds-02-commit
hbase,hbase log table name servercallable prepare,no,ds-02-commit
activemq-artemis,jira removing system out left mistake,no,ds-02-commit
spark,reuse previous localvidmap available,no,ds-02-commit
cxf,reverted producer with jwsheader jweheader changes,no,ds-02-commit
cxf,rename method,no,ds-02-commit
camel,core set error handler routedefinition take,no,ds-02-commit
druid,interval chunk query runner now processes individual chunk thread pool and prints metrics query time per chunk,no,ds-02-commit
incubator-pinot,pinot new server side trim function new aggregation group new use new implemented server side trim function trim new trim function will take map from group keys result list input and this can prevent build several new maps all aggregation functions this can improve performance new group and reduce garbage collection,yes,ds-02-commit
ambari,ambari ambari should mark hsi hosts active standby test review,no,ds-02-commit
kafka,kafka check inter broker version transactional methods add check kafkaapis that inter broker protocol version least kafka supporting transactions closes from dguy kafka,no,ds-02-commit
camel,fixed camel aws xray,no,ds-02-commit
fineract,commit fineract expired user password cannot updated same user,no,ds-02-commit
cloudstack,cloudstack add commons fileupload cloud deps,no,ds-02-commit
trafficserver,updating changes,no,ds-02-commit
nifi,nifi updating use post supporting this closes,no,ds-02-commit
hive,hive eliminate beanutils transitive dependency,yes,ds-02-commit
guacamole-client,guacamole store remote address and hostname within credentials,no,ds-02-commit
lucene-solr,lucene improve test exercise searchafter,yes,ds-02-commit
systemds,systemml fix ipa inlining functions bound returns ipa rewrite inlining small functions led invalid hops case special cases functions returns and remaining transient writes from previously existing sequence statement blocks that were combined into single block via rewrites,no,ds-02-commit
ambari,ambari ambari upgrading from wipes out added service folder stack vbrodetskyi,no,ds-02-commit
karaf,karaf upgrade json,no,ds-02-commit
attic-apex-core,apexcore upate parent pom references,no,ds-02-commit
ignite,merge remote tracking branch origin sprint into sprint,no,ds-02-commit
attic-apex-malhar,merge branch apexmalhar https github com aayushia apex malhar,no,ds-02-commit
lucene-solr,solr badapple and awaitsfix annotations usage,no,ds-02-commit
incubator-mxnet,resolve minor docs issues set lower bound that stride not zero issue https github com apache incubator mxnet issues error was occurring where strides became zero solve issue lower bounds stride and stride have been set small typo use unifrom changed use uniform add tests check lower bound checking that stride and stride are greater than zero update test operator documentation error name not parameter issue https github com apache incubator mxnet issues data parameter not input solves issue https github com apache incubator mxnet issues fix docs threshold not parameter issue https github com apache incubator mxnet issues fix docs context ctx not parameter issue https github com apache incubator mxnet issues fix indentation issue https github com apache incubator mxnet issues,yes,ds-02-commit
guacamole-client,added read timeout,no,ds-02-commit
airflow,fix broken yml broke yaml accidentally this fixes,no,ds-02-commit
lucene-solr,new csv lib escape option loader,no,ds-02-commit
spark,merge branch master into scala,no,ds-02-commit
systemds,systemml engine enhancements added help svm,no,ds-02-commit
camel,camel aws ses fixed docs intro,no,ds-02-commit
accumulo,accumulo applying jonathan hsiehs patch fix typo,yes,ds-02-commit
incubator-mxnet,minor corrections tutorial mostly grammatical stylistic but found couple problems code too theres one that wasnt able figure out would nice have specific value some symbol and call simple bind that works correctly with,no,ds-02-commit
nifi-minifi-cpp,minificpp shore http client code minificpp resolve issue with tests taking too long minificpp resolve issue with http client code that impacted large transfers changes were made that increased memory usage but allow large transfers succeed this closes,yes,ds-02-commit
activemq,https issues apache org jira browse amq test case making,no,ds-02-commit
camel,added spring based xpath header test,no,ds-02-commit
incubator-pinot,support type conversion all scalar functions parameter classes supported type conversion using pinotdatatype int integer long long float float double double string byte also handle function name with underscore functionregistry support type conversion all features using scalar function compile time function calcitesqlparser record transform filter during ingestion transform during query execution add handle post aggregation calculation using scalar function add arithmeticfunctions all arithmetic scalar functions plus minus times divide mod min max abs ceil floor exp sqrt,no,ds-02-commit
camel,camel added missing license,yes,ds-02-commit
shardingsphere,extract subquery from select clause,no,ds-02-commit
carbondata,carbondata doc added documentation index server added documentation index server this closes,no,ds-02-commit
usergrid,merge branch two dot https github com usergrid usergrid into dps import counters martin harris and grey via dave johnson and grey two dot https github com usergrid usergrid got all existing dictionary tests work using old hector dictionary code added and all methods needed make work into cprelationmanager added names corepersistence modules added corepersistence module stack pom xml conflicts stack core src main java org apache usergrid corepersistence cpentitymanager java,no,ds-02-commit
hadoop,hdds remove hdds server scm dependency from ozone common hdds remove hdds server scm dependency from ozone common contributed elek marton checkstyle fixes revert import reorder hddsutil add javadoc switch back commons lang fix typo fix metrics core classpath problem rebase fix,yes,ds-02-commit
hbase,hbase improve performance rpc encryption with apache common crypto colin,yes,ds-02-commit
echarts,feat add toolbox text style support,no,ds-02-commit
cloudstack,generate keystore using rsa rather than dsa also fix typo,yes,ds-02-commit
shardingsphere,merge branch dev https github com apache incubator shardingsphere into dev,no,ds-02-commit
cloudstack,merge release branch master cloudstack set device first device not use instead nic count,no,ds-02-commit
qpid-dispatch,dispatch improved logging router engine long bodies dont cause back traces truncated,yes,ds-02-commit
echarts,merge pull request from apache release merge release master,no,ds-02-commit
hawq,hawq check null cond explain analyse,no,ds-02-commit
lucene-solr,lucene fix java version detection common build xml use correct source version javadocs fail build unsupported java version when documentation linting enabled,no,ds-02-commit
couchdb,revert encode last seq correctly non continuous changes this reverts commit,no,ds-02-commit
jena,add comment,no,ds-02-commit
groovy,javadoc typo,yes,ds-02-commit
groovy,bring grape line with code,no,ds-02-commit
shardingsphere,checkstyle,yes,ds-02-commit
cxf,dont need metadata since are java only now,no,ds-02-commit
spark,spark sql fix precision issues monthsbetween with more than digits what changes were proposed this pull request ? spark introduced ability retrieve more than digits monthsbetween unfortunately current implementation can cause precision loss such case this was causing also flaky this mirrors hives implementation order avoid precision loss also when more than digits are returned how was this patch tested ? running times flaky closes from mgaido spark,yes,ds-02-commit
reef,revert change bindsetentry,no,ds-02-commit
gobblin,reduced visibility methods hiveretention and hivedataset where desirable,no,ds-02-commit
cloudstack,utils add httputils test,no,ds-02-commit
hadoop,yarn decouple yarn services rest api namespace from contributed eric yang,yes,ds-02-commit
karaf,change fix repos and fix features service,no,ds-02-commit
camel-k,updated changelog,no,ds-02-commit
madlib,mlp remove source table dependency predicting regression models jira madlib were getting type dependent variable from input table know was array not with this commit now get this information from model summary table also had add column minibatch preprocessor summary table called dependent vartype order get dependent type mlp code minibatching closes,no,ds-02-commit
commons-lang,lang code refactoring numberutils,no,ds-02-commit
carbondata,wip added code new format optimize scan fixed testcases fixed style fixed issue added read head blocklet fixed style refactored code added read head blocklet optimized decoder updated code format interfaces optimized greater than and less than filters fixed col group queries refactored format with new interface fixed complex query fixed comments,yes,ds-02-commit
qpid-dispatch,dispatch additional tests make sure both containerid and connection cannot specified linkroute autolink,no,ds-02-commit
echarts,fix text rect,no,ds-02-commit
beam,install twine virtual env,no,ds-02-commit
camel,camel improve camelcxfclientimpl bit ensure can handle camel side usecase,no,ds-02-commit
ignite,merge branch sprint into ignite,no,ds-02-commit
activemq,fix https issues apache org jira browse amq,no,ds-02-commit
flink,flink rest use hamcrest checking string contents,no,ds-02-commit
geode,geode failed due suspect string test was failing due server being down before function executes this expected can occur based this test,no,ds-02-commit
helix,helix increase frequency status update cleanup,no,ds-02-commit
gobblin,set timeout yarn connection failures unit tests,no,ds-02-commit
jmeter,document some findbugs info,no,ds-02-commit
zeppelin,zeppelin add table contents sidebar what this ? this adds table contents toc new zeppelin toc allows quick navigation through long notebooks toc generated based presence heading tags results what type ? improvement todos what jira issue ? https issues apache org jira browse zeppelin how should this tested ? travis https travis com github pranavtharoor zeppelin builds manual steps create notebook add different levels markdown headings other inline html heading tags run paragraphs that result shown click toc icon sidebar ribbon open toc toc should generated refreshed try clicking toc rows scroll respective paragraph screenshots appropriate questions does licenses files need update ? there breaking changes older versions ? does this needs documentation ? closes from pranavtharoor zeppelin and squashes following commits pranav tharoor zeppelin fix breaking components and sidebar refresh adding new notebook pranav tharoor zeppelin add table contents sidebar,no,ds-02-commit
superset,hotfix grouping grain filtering raw expression,no,ds-02-commit
hive,hive msck repair table should drop missing partitions from metastore janaki lahorani reviewed peter vary alexander kolbasov and vihang karajgaonkar,no,ds-02-commit
tinkerpop,try load gremlin stuffs from implementations make travis happy,no,ds-02-commit
ignite,ignite net optimize examplestest testremotenodes reuse standalone nodes between test runs,no,ds-02-commit
gobblin,merge pull request from zliu master fix bug,no,ds-02-commit
flink,added support reduced redundancy storage,no,ds-02-commit
trafficcontrol,rewrite users endpoint this commit adds modifies handlers password validation database helpers,no,ds-02-commit
lucene-solr,lucene add missing eol style,no,ds-02-commit
tinkerpop,refactor side effect test new model,no,ds-02-commit
camel,update jetty version,no,ds-02-commit
hbase,hbase use version branch append that has reverted,no,ds-02-commit
ambari,ambari host page tweaks jeff sposetti via yusaku,no,ds-02-commit
superset,fix missing styles filterscopeselector modal,yes,ds-02-commit
shardingsphere,add catch final exception,no,ds-02-commit
cassandra,avoid dropping tombstones when they might still needed shadow data another sstable patch slebresne and jbellis cassandra,no,ds-02-commit
camel,camel introduce model interface hold definitions related methods,no,ds-02-commit
cxf,cxf support configure keystore per saml realm patch applied thanks,no,ds-02-commit
cxf,use latest pmd version,no,ds-02-commit
couchdb,validate bind address wyc,no,ds-02-commit
camel,regen website docs,no,ds-02-commit
guacamole-client,ticket add pagination connections,no,ds-02-commit
ignite,configure external process logger with same jul config node,no,ds-02-commit
druid,merge pull request from metamx druid not pass druid indexer runner javaopts peon property,no,ds-02-commit
echarts,tweak license,no,ds-02-commit
ignite,ignite moved failover tests proper test suite,no,ds-02-commit
cassandra,make cache skipping optional patch harishd reviewed vijay cassandra,no,ds-02-commit
cloudstack,this not tested and causing other failures reverting now and let author resubmit fresh patch revert automation ccp objects verification after external changes made original setup purpose this code this reverts commit,no,ds-02-commit
incubator-brooklyn,server fix load,no,ds-02-commit
ignite,ignite fix ignite part,no,ds-02-commit
druid,bug fix hdfs task log and indexing task not work properly with hadoop,no,ds-02-commit
tomee,owb tomee update owb,no,ds-02-commit
ignite,ignite fix after merge,no,ds-02-commit
geode,geode authorization tests wancommands,no,ds-02-commit
cxf,improve error message that results from use holder with simple front end remove entirely aegis test nonexisting feature whose only test case has been ignored long time remove misleading comment from dynamic client unit test,yes,ds-02-commit
pulsar,templatize resources page templatize resources page change title page resources add missing license headers add more license headers creator creator,yes,ds-02-commit
incubator-weex,merge branch jsfm feature https github com alibaba weex into jsfm feature,no,ds-02-commit
calcite,fix sqlline removing redundant slf dependency log over slf from cassandra all slf initialization was failing due,yes,ds-02-commit
trafficserver,doc translate admin forward proxy,no,ds-02-commit
jmeter,reformatted jmeter conventions minor javadoc updates changes actual code,no,ds-02-commit
drill,drill client differentiate socket handshake query timeout deadline timer also returns more detailed connection status validate handshake adds timeout options query submitter,yes,ds-02-commit
tvm,checkin schedule and split construction front end,no,ds-02-commit
iceberg,add javadoc link,no,ds-02-commit
avro,avro open data file with new block size this obviously wont affect any blocks that are already file but any new blocks that are appended will use new block size,no,ds-02-commit
camel,camel automatically wrap secret properites with raw when computing uri regen,no,ds-02-commit
nifi,nifi fix handling phonenix datetime columns this closes,no,ds-02-commit
arrow,parquet test writing all primitive data types closes from xhochy parquet and squashes following commits uwe korn address review comments uwe korn move specialization initvalues separate header uwe korn move specialization initvalues separate header uwe korn parquet test writing all primitive data types,no,ds-02-commit
beam,beam fix iotypehints origin traceback partials lint fix,no,ds-02-commit
myfaces-tobago,tobago use standard ajax mechanism cleanup remove old ajax stuff from tobago,yes,ds-02-commit
shardingsphere,review fix,no,ds-02-commit
trafodion,drop view fix fix removed sqlparser change was not intended delivered drop view fix drop view time need send message view being dropped and remove base tables referenced view from cache added structure which describes base table reference added code create list base table references calling gets list first layer referenced objects referenced object view recursively calls referenced object table gets added base table list set key during drop view removed natable entries all tables referenced view updated test with drop view tests fix alter table allows adding constraint table reworded error message added checks reserved schema missing places mostly constraints,no,ds-02-commit
netbeans,netbeans added missing nullcheck jctree errornoustree,no,ds-02-commit
attic-apex-malhar,merge pull request from nickholub pull app stats allocated memory data installer server side error messages,no,ds-02-commit
storm,more debug logging,yes,ds-02-commit
airflow,closes apache incubator airflow closed inactivity,no,ds-02-commit
ambari,ambari blueprint support multiple timeline reader components benyoka,no,ds-02-commit
ambari,ambari metric collector goes down after hdfs restart post,no,ds-02-commit
tomee,attempt migrate from hsql derby hsql should longer needed but still possibly,no,ds-02-commit
infrastructure-puppet,fix class oraclejava,no,ds-02-commit
tomee,oops java api back java,no,ds-02-commit
nifi,nifi addressing miscellaneous minor issues updating comments all components updating styling and rpg more consistent adding icons nested versioned process groups calculating number states nested versioned process groups,yes,ds-02-commit
samza,moving store test from testsamzacontainer there was test testsamzacontainer that needs moved because restore logic moved there minor change testsamzacontainer and closes from rmatharu storetest fix,no,ds-02-commit
infrastructure-puppet,typos,yes,ds-02-commit
storm,merge branch storm,no,ds-02-commit
jmeter,better regexp update overview html docs api task accept jmeter version like snapshot,no,ds-02-commit
cassandra,failure detector detects and ignores local pauses patch brandonwilliams reviewed richard low cassandra,no,ds-02-commit
tinkerpop,added until step updated docs dope fixed,no,ds-02-commit
airflow,airflow break jobs into multiple files,yes,ds-02-commit
hudi,hudi added console metrics reporter and associated unit tests,no,ds-02-commit
storm,storm check worker process death using proc pid directory,no,ds-02-commit
tvm,tensor expression debug display tedd initial tedd publishing fix lint issues print intrin body instead intrin name schedule tree add examples top level apis comments top level apis dont print dot string default unless outputdotstring true fix more lint issues update top level api argument names and use raw strings avoid python lint warnings tests disable tedd verification but keep construction stop importing tedd avoid failure separate data extraction and visualization add api tedd dump json schedule dump json string schedule data visualization update tests add tutorial add range information itervars update tedd about inferbound failure tedd doesnt call inferbound dfg update tutorial about inferbound failure import ipython only svg requested this required fix tutorial publishing faliure fix test about ipython availability check,no,ds-02-commit
ignite,merge remote tracking branch remotes origin sprint into ignite conflicts modules core src main java org apache ignite cache query query java modules indexing src main java org apache ignite internal processors query igniteh indexing java modules indexing src main java org apache ignite internal processors query sql gridsqlelement java,no,ds-02-commit
griffin,griffin before milestone release need check and current codes against apache griffin dev guide trim current java code dev guide document closes from toyboxman,no,ds-02-commit
hbase,hbase implement admin based asyncadmin,no,ds-02-commit
beam,beam add code examples partition page,no,ds-02-commit
flink,flink fix hbase tests hadoop this closes,no,ds-02-commit
hbase,hbase fix queue length passed,no,ds-02-commit
infrastructure-puppet,add sbt jenkins packages,no,ds-02-commit
beam,merge pull request beam fix import error dependency tool,no,ds-02-commit
storm,fix nimbus test clj,no,ds-02-commit
kylin,refactor,no,ds-02-commit
activemq-artemis,this closes error prone errors and fixes activemq tests,no,ds-02-commit
trafficserver,remove update records also cleanup some discrepancies with how use local manager define this sort mess honestly ought clean this better long term,yes,ds-02-commit
madlib,comply with signed unsigned warnings,no,ds-02-commit
cxf,adding some more saml sso tests,yes,ds-02-commit
ozone,hdds ozone tlp update documents,no,ds-02-commit
tomee,tomee adding ear lib part jsf enrichments too ensure jsf impl can ear libs,no,ds-02-commit
geode,geode changed setnextneighbor not create hashmap every invocation,no,ds-02-commit
jena,add storeparams arguiments many methods separate out storeparamsconst,no,ds-02-commit
openwhisk,introduce main flag java actions also added test from docs which uses default java package,no,ds-02-commit
flink,hotfix avro fix doesnt support timestamp type,no,ds-02-commit
trafficserver,added cgi option,no,ds-02-commit
cassandra,fix scary message about secondaries always being created startup,no,ds-02-commit
daffodil,remove doublenl test that was not valid dfdl,yes,ds-02-commit
openwhisk,update scancode that configuration file driven update scancode that configuration file driven python updates future proofing add files via upload,no,ds-02-commit
camel,camel fixed npe camel rabbitmq test,no,ds-02-commit
incubator-weex,merge branch dev into website,no,ds-02-commit
shardingsphere-elasticjob,refactor localtaskexecutor remove jobexceptionhandler remove remove cloud jobfacade remove useless test suits rename elastic job elasticjob decouple and refactor localtaskexecutor remove,yes,ds-02-commit
cloudstack,merge pull request from ustcweizhou fix delete sshkey projects fix bug cannot delete ssh keypairs projectsbefore change error message projectid and account domainid cant specified together after change ssh keypairs can removed fix bug cannot delete ssh keypairs projects,no,ds-02-commit
spark,add mappartitions glom countbyvalue python api,no,ds-02-commit
myfaces-tobago,improved dependabot config,no,ds-02-commit
spark,spark doc spark datasource image libsvm user guide what changes were proposed this pull request ? spark datasource image libsvm user guide how was this patch tested ? scala java python closes from weichenxu add image source doc,no,ds-02-commit
ignite,ignite memory leaks restart ignite node with enabled persistence threadlocal fixes,yes,ds-02-commit
tvm,refactor runtime update ndarray use unified object system previously ndarray has its own object reference counting mechanism this migrates ndarray unified object protocol calling convention ndarray remained intact that means ndarray still has its own type code and its handle still dltensor compatible order this added few minimum runtime type detection tvmargvalue and retvalue only when corresponding type base type objectref that could also refer ndarray this means that even return base reference object objectref which refers ndarray type code will still translated correctly kndarraycontainer assign non base type say expr that know not compatible with ndarray during compile time runtime type detection will performed this also adopts object protocol ndarray sub classing and removed legacy ndarray subclass protocol examples apps extension are now updated reflect that making ndarray object brings all benefits object system example can now use array container store ndarrays address review comments,no,ds-02-commit
hbase,hbase add split policy busy regions,no,ds-02-commit
commons-lang,lang delete encoding and docencoding maven javadoc plugin,no,ds-02-commit
infrastructure-puppet,clean,yes,ds-02-commit
geode,merge pull request from jujoramos feature geode geode remove defaulthashmap internal class defaulthashmap was designed internal workaround return default value whenever value returned map get was null starting with java map interface added method getordefault which does something similar more efficient way but returns default only key doesnt exist after inspecting code dont insert null values into statsmap safe delete old defaulthashmap class and replace its usage map getordefault,yes,ds-02-commit
daffodil,merged with master,no,ds-02-commit
couchdb,enable fdb transaction tracing trace fdb transactions enable tracing erlfdb application environment network options trace enable with environment variable fdb network option trace enable set fabric fdb trace true configuration value add couchdb fdb trace true header each request that should traced transaction name set nonce value which already used couchdb track api requests only transactions started from main request process will traced process spawned without inheriting erlfdb trace process dict key that transaction will not traced,no,ds-02-commit
incubator-weex,update testcase,no,ds-02-commit
ignite,tests wip,no,ds-02-commit
jmeter,local copies licenses,no,ds-02-commit
incubator-pinot,remove redundant data member from baseoperator class remove operatorname data member from this class and replace with getoperatorname method call this avoids storing information multiple places,yes,ds-02-commit
groovy,documentation remove section markupbuilder section markupbuilder working with xml better link add link section working with xml,no,ds-02-commit
incubator-brooklyn,code tidy archivebuilder,yes,ds-02-commit
myfaces-tobago,checkstyle,no,ds-02-commit
flink,revert flink make call back run directly this reverts commit ffc this closes,no,ds-02-commit
trafficserver,minor style improvement loggin system make log field name arrays static make logfield members const remove unused logfilter reverse make various other trivial member functions const,yes,ds-02-commit
cxf,cxf initial workaround edge case involving matrix parameters,yes,ds-02-commit
incubator-mxnet,bugfix,no,ds-02-commit
spark,spark sql add test tokens more than fields schema https issues apache org jira browse spark this adds test tokens more than fields schema closes from hyukjinkwon spark,no,ds-02-commit
shardingsphere,multiple thread safety,yes,ds-02-commit
incubator-pinot,refactored integration test made functions query generator lowercase kgopalak xiafu jfim dpatel dpatel,no,ds-02-commit
beam,use structural value keys instead user values this fixes problems with lookup basing entirely structural equality,no,ds-02-commit
